ion,mass,Intensities,,,mass,Intensities,,,,,,Intensities,,,,,
y25,8031.121224,0.0333188,,,7546.051651,0.001674,,,,,,0.001674,,,,,
,8032.123884,0.102153,,,8031.121224,0.0332959,,,,,,0.0332959,,,,,
,8033.126466,0.167795,,,8032.123884,0.102083,,,,,,0.102083,,,,,
,8034.128999,0.194371,,,8033.126466,0.167703,,,,,,0.167703,,,,,
,8035.131495,0.177165,,,8034.128999,0.194308,,,,,,0.194308,,,,,
,8036.133962,0.134733,,,8035.131494,0.177159,,,,,,0.177159,,,,,
,8037.136407,0.088652,,,8036.133961,0.134774,,,,,,0.134774,,,,,
,8038.138832,0.051724,,,8037.136406,0.088712,,,,,,0.088712,,,,,
,8039.141241,0.027238,,,8038.138831,0.051781,,,,,,0.051781,,,,,
,8040.143636,0.01312,,,8039.14124,0.02728,,,,,,0.02728,,,,,
,8041.146019,0.00584,,,8040.143634,0.013146,,,,,,0.013146,,,,,
,8042.148391,0.002423,,,8041.146017,0.005855,,,,,,0.005855,,,,,
y25-A,7896.066729,0.0358425,,,8042.148389,0.00243,,,,,,0.00243,,,,,
,7897.06941,0.107262,,,7896.066729,0.035818,,,,,,0.035818,,,,,
,7898.072007,0.172554,,,7897.06941,0.107189,,,,,,0.107189,,,,,
,7899.074551,0.196183,,,7898.072007,0.17246,,,,,,0.17246,,,,,
,7900.077056,0.175784,,,7899.07455,0.196123,,,,,,0.196123,,,,,
,7901.079532,0.131576,,,7900.077056,0.175782,,,,,,0.175782,,,,,
,7902.081984,0.085293,,,7901.079531,0.13162,,,,,,0.13162,,,,,
,7903.084416,0.049068,,,7902.081983,0.085355,,,,,,0.085355,,,,,
,7904.086832,0.025496,,,7903.084415,0.049125,,,,,,0.049125,,,,,
,7905.089233,0.012124,,,7904.08683,0.025536,,,,,,0.025536,,,,,
,7906.091621,0.005331,,,7905.089231,0.012149,,,,,,0.012149,,,,,
,7907.093999,0.002185,,,7906.091619,0.005345,,,,,,0.005345,,,,,
y25-G,7880.071814,0.0359298,,,7907.093997,0.002192,,,,,,0.002192,,,,,
,7881.074495,0.107509,,,7880.071814,0.0359053,,,,,,0.0359053,,,,,
,7882.077092,0.172859,,,7881.074495,0.107436,,,,,,0.107436,,,,,
,7883.079637,0.196374,,,7882.077092,0.172766,,,,,,0.172766,,,,,
,7884.082143,0.175782,,,7883.079636,0.196314,,,,,,0.196314,,,,,
,7885.084619,0.131426,,,7884.082142,0.17578,,,,,,0.17578,,,,,
,7886.087071,0.08509,,,7885.084618,0.13147,,,,,,0.13147,,,,,
,7887.089504,0.048886,,,7886.08707,0.085152,,,,,,0.085152,,,,,
,7888.09192,0.025364,,,7887.089503,0.048942,,,,,,0.048942,,,,,
,7889.094321,0.012043,,,7888.091919,0.025405,,,,,,0.025405,,,,,
,7890.09671,0.005287,,,7889.09432,0.012068,,,,,,0.012068,,,,,
,7891.099088,0.002164,,,7890.096709,0.005301,,,,,,0.005301,,,,,
y26,8336.162511,0.0293479,,,7891.099086,0.002171,,,,,,0.002171,,,,,
,8337.165175,0.093298,,,8336.162511,0.0293269,,,,,,0.0293269,,,,,
,8338.167765,0.158568,,,8337.165175,0.093231,,,,,,0.093231,,,,,
,8339.170304,0.189794,,,8338.167764,0.158476,,,,,,0.158476,,,,,
,8340.172807,0.178569,,,8339.170304,0.189725,,,,,,0.189725,,,,,
,8341.175281,0.140068,,,8340.172806,0.178555,,,,,,0.178555,,,,,
,8342.177732,0.094998,,,8341.175281,0.140104,,,,,,0.140104,,,,,
,8343.180164,0.057103,,,8342.177732,0.095058,,,,,,0.095058,,,,,
,8344.18258,0.030967,,,8343.180163,0.057162,,,,,,0.057162,,,,,
,8345.184981,0.015354,,,8344.182579,0.031012,,,,,,0.031012,,,,,
,8346.18737,0.007033,,,8345.18498,0.015384,,,,,,0.015384,,,,,
,8347.189748,0.003001,,,8346.187369,0.00705,,,,,,0.00705,,,,,
y26-A,8201.108015,0.0315709,,,8347.189746,0.00301,,,,,,0.00301,,,,,
,8202.110701,0.09805,,,8201.108015,0.0315483,,,,,,0.0315483,,,,,
,8203.113304,0.163313,,,8202.110701,0.09798,,,,,,0.09798,,,,,
,8204.115855,0.191959,,,8203.113304,0.163219,,,,,,0.163219,,,,,
,8205.118367,0.177626,,,8204.115855,0.191893,,,,,,0.191893,,,,,
,8206.12085,0.13719,,,8205.118367,0.177616,,,,,,0.177616,,,,,
,8207.123309,0.091705,,,8206.120849,0.137229,,,,,,0.137229,,,,,
,8208.125747,0.054371,,,8207.123308,0.091766,,,,,,0.091766,,,,,
,8209.128169,0.029102,,,8208.125746,0.05443,,,,,,0.05443,,,,,
,8210.130576,0.01425,,,8209.128168,0.029147,,,,,,0.029147,,,,,
,8211.132971,0.00645,,,8210.130575,0.014279,,,,,,0.014279,,,,,
,8212.135354,0.002721,,,8211.132969,0.006466,,,,,,0.006466,,,,,
y26-G,8185.113101,0.0316477,,,8212.135352,0.002729,,,,,,0.002729,,,,,
,8186.115786,0.098276,,,8185.113101,0.0316253,,,,,,0.0316253,,,,,
,8187.118389,0.163608,,,8186.115786,0.098206,,,,,,0.098206,,,,,
,8188.120941,0.192162,,,8187.118389,0.163515,,,,,,0.163515,,,,,
,8189.123454,0.17765,,,8188.12094,0.192096,,,,,,0.192096,,,,,
,8190.125937,0.137062,,,8189.123453,0.17764,,,,,,0.17764,,,,,
,8191.128396,0.091511,,,8190.125936,0.137101,,,,,,0.137101,,,,,
,8192.130835,0.054187,,,8191.128395,0.091572,,,,,,0.091572,,,,,
,8193.133257,0.028964,,,8192.130834,0.054246,,,,,,0.054246,,,,,
,8194.135665,0.014163,,,8193.133256,0.029009,,,,,,0.029009,,,,,
,8195.13806,0.006401,,,8194.135663,0.014191,,,,,,0.014191,,,,,
,8196.140444,0.002696,,,8195.138058,0.006417,,,,,,0.006417,,,,,
y27,8681.209945,0.0253856,,,8196.140442,0.002704,,,,,,0.002704,,,,,
,8682.212605,0.084035,,,8681.209945,0.0253668,,,,,,0.0253668,,,,,
,8683.215192,0.148325,,,8682.212605,0.083973,,,,,,0.083973,,,,,
,8684.217731,0.184041,,,8683.215192,0.148234,,,,,,0.148234,,,,,
,8685.220234,0.179266,,,8684.217731,0.183967,,,,,,0.183967,,,,,
,8686.222709,0.145428,,,8685.220234,0.179244,,,,,,0.179244,,,,,
,8687.225162,0.101924,,,8686.222709,0.145457,,,,,,0.145457,,,,,
,8688.227595,0.063267,,,8687.225161,0.101982,,,,,,0.101982,,,,,
,8689.230012,0.035409,,,8688.227594,0.063328,,,,,,0.063328,,,,,
,8690.232415,0.01811,,,8689.230011,0.035458,,,,,,0.035458,,,,,
,8691.234806,0.008554,,,8690.232414,0.018144,,,,,,0.018144,,,,,
,8692.237186,0.003762,,,8691.234804,0.008574,,,,,,0.008574,,,,,
,8693.239556,0.001552,,,8692.237184,0.003773,,,,,,0.003773,,,,,
y27-A,8546.15545,0.0273085,,,8693.239554,0.001557,,,,,,0.001557,,,,,
,8547.158129,0.088398,,,8546.15545,0.0272883,,,,,,0.0272883,,,,,
,8548.16073,0.153012,,,8547.158129,0.088332,,,,,,0.088332,,,,,
,8549.16328,0.186549,,,8548.16073,0.152919,,,,,,0.152919,,,,,
,8550.165793,0.178798,,,8549.16328,0.186476,,,,,,0.186476,,,,,
,8551.168276,0.142883,,,8550.165792,0.178779,,,,,,0.178779,,,,,
,8552.170736,0.098735,,,8551.168275,0.142915,,,,,,0.142915,,,,,
,8553.173176,0.060473,,,8552.170735,0.098794,,,,,,0.098794,,,,,
,8554.175599,0.033416,,,8553.173175,0.060534,,,,,,0.060534,,,,,
,8555.178008,0.016884,,,8554.175598,0.033465,,,,,,0.033465,,,,,
,8556.180404,0.007882,,,8555.178006,0.016916,,,,,,0.016916,,,,,
,8557.182789,0.003428,,,8556.180402,0.007901,,,,,,0.007901,,,,,
y27-G,8530.160536,0.027375,,,8557.182787,0.003438,,,,,,0.003438,,,,,
,8531.163214,0.088603,,,8530.160536,0.0273548,,,,,,0.0273548,,,,,
,8532.165815,0.153294,,,8531.163214,0.088537,,,,,,0.088537,,,,,
,8533.168366,0.186763,,,8532.165815,0.153202,,,,,,0.153202,,,,,
,8534.170879,0.178848,,,8533.168365,0.18669,,,,,,0.18669,,,,,
,8535.173363,0.142779,,,8534.170878,0.178829,,,,,,0.178829,,,,,
,8536.175823,0.098554,,,8535.173362,0.142812,,,,,,0.142812,,,,,
,8537.178263,0.060289,,,8536.175822,0.098613,,,,,,0.098613,,,,,
,8538.180687,0.033272,,,8537.178262,0.06035,,,,,,0.06035,,,,,
,8539.183096,0.016789,,,8538.180686,0.03332,,,,,,0.03332,,,,,
,8540.185493,0.007826,,,8539.183095,0.016821,,,,,,0.016821,,,,,
,8541.187878,0.003399,,,8540.185491,0.007845,,,,,,0.007845,,,,,
y28,9010.262465,0.0220118,,,8541.187876,0.003409,,,,,,0.003409,,,,,
,9011.265119,0.075749,,,9010.262465,0.021995,,,,,,0.021995,,,,,
,9012.267705,0.138598,,,9011.265119,0.075691,,,,,,0.075691,,,,,
,9013.270244,0.177938,,,9012.267705,0.138509,,,,,,0.138509,,,,,
,9014.272748,0.179083,,,9013.270244,0.17786,,,,,,0.17786,,,,,
,9015.275224,0.149942,,,9014.272747,0.179052,,,,,,0.179052,,,,,
,9016.277679,0.108364,,,9015.275224,0.149964,,,,,,0.149964,,,,,
,9017.280114,0.069309,,,9016.277678,0.108418,,,,,,0.108418,,,,,
,9018.282533,0.039944,,,9017.280113,0.06937,,,,,,0.06937,,,,,
,9019.284938,0.021026,,,9018.282531,0.039996,,,,,,0.039996,,,,,
,9020.287331,0.010216,,,9019.284936,0.021063,,,,,,0.021063,,,,,
,9021.289713,0.00462,,,9020.287329,0.010239,,,,,,0.010239,,,,,
,9022.292085,0.001959,,,9021.289711,0.004633,,,,,,0.004633,,,,,
y28-A,8875.20797,0.0236791,,,9022.292083,0.001965,,,,,,0.001965,,,,,
,8876.210643,0.07975,,,8875.20797,0.023661,,,,,,0.023661,,,,,
,8877.213242,0.143192,,,8876.210643,0.079689,,,,,,0.079689,,,,,
,8878.215791,0.180725,,,8877.213241,0.1431,,,,,,0.1431,,,,,
,8879.218305,0.179052,,,8878.215791,0.180648,,,,,,0.180648,,,,,
,8880.220789,0.147735,,,8879.218304,0.179025,,,,,,0.179025,,,,,
,8881.22325,0.105306,,,8880.220789,0.14776,,,,,,0.14776,,,,,
,8882.225692,0.066479,,,8881.22325,0.105363,,,,,,0.105363,,,,,
,8883.228117,0.037839,,,8882.225691,0.066541,,,,,,0.066541,,,,,
,8884.230528,0.019682,,,8883.228116,0.03789,,,,,,0.03789,,,,,
,8885.232926,0.009454,,,8884.230527,0.019718,,,,,,0.019718,,,,,
,8886.235313,0.004229,,,8885.232925,0.009476,,,,,,0.009476,,,,,
,8887.23769,0.001774,,,8886.235311,0.004241,,,,,,0.004241,,,,,
y28-G,8859.213056,0.0237368,,,8887.237688,0.001779,,,,,,0.001779,,,,,
,8860.215728,0.079935,,,8859.213056,0.0237187,,,,,,0.0237187,,,,,
,8861.218327,0.143461,,,8860.215728,0.079874,,,,,,0.079874,,,,,
,8862.220877,0.180946,,,8861.218327,0.14337,,,,,,0.14337,,,,,
,8863.223391,0.179124,,,8862.220877,0.18087,,,,,,0.18087,,,,,
,8864.225876,0.147655,,,8863.22339,0.179097,,,,,,0.179097,,,,,
,8865.228337,0.105139,,,8864.225875,0.14768,,,,,,0.14768,,,,,
,8866.23078,0.066297,,,8865.228336,0.105195,,,,,,0.105195,,,,,
,8867.233205,0.03769,,,8866.230778,0.066359,,,,,,0.066359,,,,,
,8868.235616,0.019579,,,8867.233204,0.037741,,,,,,0.037741,,,,,
,8869.238015,0.009392,,,8868.235615,0.019615,,,,,,0.019615,,,,,
,8870.240402,0.004195,,,8869.238013,0.009414,,,,,,0.009414,,,,,
,8871.24278,0.001757,,,8870.2404,0.004207,,,,,,0.004207,,,,,
y29,9315.303752,0.0193885,,,8871.242778,0.001763,,,,,,0.001763,,,,,
,9316.306411,0.068914,,,9315.303752,0.0193731,,,,,,0.0193731,,,,,
,9317.309002,0.130019,,,9316.306411,0.068859,,,,,,0.068859,,,,,
,9318.311547,0.171923,,,9317.309002,0.129931,,,,,,0.129931,,,,,
,9319.314058,0.178058,,,9318.311547,0.171841,,,,,,0.171841,,,,,
,9320.316541,0.153313,,,9319.314057,0.17802,,,,,,0.17802,,,,,
,9321.319001,0.11388,,,9320.31654,0.153328,,,,,,0.153328,,,,,
,9322.321442,0.074827,,,9321.319,0.113931,,,,,,0.113931,,,,,
,9323.323867,0.044285,,,9322.321441,0.074889,,,,,,0.074889,,,,,
,9324.326278,0.023931,,,9323.323866,0.04434,,,,,,0.04434,,,,,
,9325.328677,0.011933,,,9324.326277,0.023971,,,,,,0.023971,,,,,
,9326.331064,0.005537,,,9325.328675,0.011958,,,,,,0.011958,,,,,
,9327.333442,0.002408,,,9326.331062,0.005552,,,,,,0.005552,,,,,
y29-A,9180.249257,0.0208571,,,9327.33344,0.002415,,,,,,0.002415,,,,,
,9181.251934,0.072604,,,9180.249257,0.0208405,,,,,,0.0208405,,,,,
,9182.254538,0.134493,,,9181.251934,0.072547,,,,,,0.072547,,,,,
,9183.257094,0.174909,,,9182.254538,0.134403,,,,,,0.134403,,,,,
,9184.259613,0.178397,,,9183.257094,0.174828,,,,,,0.174828,,,,,
,9185.262104,0.151423,,,9184.259613,0.178362,,,,,,0.178362,,,,,
,9186.264572,0.110971,,,9185.262104,0.151442,,,,,,0.151442,,,,,
,9187.267019,0.071991,,,9186.264571,0.111025,,,,,,0.111025,,,,,
,9188.26945,0.042091,,,9187.267018,0.072054,,,,,,0.072054,,,,,
,9189.271867,0.022481,,,9188.269449,0.042146,,,,,,0.042146,,,,,
,9190.274271,0.011085,,,9189.271865,0.022521,,,,,,0.022521,,,,,
,9191.276663,0.005089,,,9190.274269,0.01111,,,,,,0.01111,,,,,
,9192.279045,0.00219,,,9191.276661,0.005102,,,,,,0.005102,,,,,
y29-G,9164.254342,0.0209078,,,9192.279043,0.002197,,,,,,0.002197,,,,,
,9165.257019,0.072773,,,9164.254342,0.0208913,,,,,,0.0208913,,,,,
,9166.259623,0.13475,,,9165.257019,0.072716,,,,,,0.072716,,,,,
,9167.26218,0.175134,,,9166.259623,0.13466,,,,,,0.13466,,,,,
,9168.264699,0.178487,,,9167.262179,0.175054,,,,,,0.175054,,,,,
,9169.267191,0.151364,,,9168.264699,0.178453,,,,,,0.178453,,,,,
,9170.269658,0.110817,,,9169.26719,0.151383,,,,,,0.151383,,,,,
,9171.272107,0.071813,,,9170.269657,0.110871,,,,,,0.110871,,,,,
,9172.274538,0.041939,,,9171.272105,0.071876,,,,,,0.071876,,,,,
,9173.276955,0.022373,,,9172.274537,0.041993,,,,,,0.041993,,,,,
,9174.279359,0.011018,,,9173.276953,0.022412,,,,,,0.022412,,,,,
,9175.281752,0.005051,,,9174.279357,0.011042,,,,,,0.011042,,,,,
,9176.284135,0.00217,,,9175.28175,0.005065,,,,,,0.005065,,,,,
y30,9660.351187,0.0167708,,,9176.284133,0.002177,,,,,,0.002177,,,,,
,9661.353841,0.061812,,,9660.351187,0.0167571,,,,,,0.0167571,,,,,
,9662.35643,0.120668,,,9661.353841,0.061762,,,,,,0.061762,,,,,
,9663.358975,0.164849,,,9662.35643,0.120582,,,,,,0.120582,,,,,
,9664.361485,0.176195,,,9663.358975,0.164765,,,,,,0.164765,,,,,
,9665.363969,0.156422,,,9664.361485,0.176149,,,,,,0.176149,,,,,
,9666.36643,0.119712,,,9665.363968,0.156429,,,,,,0.156429,,,,,
,9667.368873,0.080994,,,9666.366429,0.119758,,,,,,0.119758,,,,,
,9668.371299,0.049332,,,9667.368872,0.081056,,,,,,0.081056,,,,,
,9669.373712,0.027422,,,9668.371298,0.04939,,,,,,0.04939,,,,,
,9670.376112,0.014061,,,9669.37371,0.027466,,,,,,0.027466,,,,,
,9671.378501,0.006707,,,9670.37611,0.014089,,,,,,0.014089,,,,,
,9672.38088,0.002997,,,9671.378499,0.006724,,,,,,0.006724,,,,,
y30-A,9525.296692,0.0180412,,,9672.380878,0.003006,,,,,,0.003006,,,,,
,9526.299363,0.065171,,,9525.296692,0.0180263,,,,,,0.0180263,,,,,
,9527.301965,0.124985,,,9526.299363,0.065118,,,,,,0.065118,,,,,
,9528.30452,0.168015,,,9527.301965,0.124897,,,,,,0.124897,,,,,
,9529.30704,0.17692,,,9528.30452,0.167931,,,,,,0.167931,,,,,
,9530.309531,0.154893,,,9529.307039,0.176878,,,,,,0.176878,,,,,
,9531.311999,0.116994,,,9530.30953,0.154904,,,,,,0.154904,,,,,
,9532.314448,0.078175,,,9531.311998,0.117043,,,,,,0.117043,,,,,
,9533.31688,0.047052,,,9532.314447,0.078238,,,,,,0.078238,,,,,
,9534.319298,0.025859,,,9533.316879,0.04711,,,,,,0.04711,,,,,
,9535.321703,0.013115,,,9534.319297,0.025902,,,,,,0.025902,,,,,
,9536.324097,0.00619,,,9535.321702,0.013142,,,,,,0.013142,,,,,
,9537.326481,0.002738,,,9536.324095,0.006206,,,,,,0.006206,,,,,
y30-G,9509.301777,0.0180851,,,9537.326479,0.002746,,,,,,0.002746,,,,,
,9510.304448,0.065323,,,9509.301777,0.0180703,,,,,,0.0180703,,,,,
,9511.30705,0.125227,,,9510.304448,0.06527,,,,,,0.06527,,,,,
,9512.309606,0.168242,,,9511.30705,0.12514,,,,,,0.12514,,,,,
,9513.312126,0.17703,,,9512.309605,0.168158,,,,,,0.168158,,,,,
,9514.314617,0.154857,,,9513.312125,0.176988,,,,,,0.176988,,,,,
,9515.317086,0.116857,,,9514.314617,0.154868,,,,,,0.154868,,,,,
,9516.319535,0.078003,,,9515.317085,0.116906,,,,,,0.116906,,,,,
,9517.321968,0.046897,,,9516.319534,0.078065,,,,,,0.078065,,,,,
,9518.324386,0.025744,,,9517.321966,0.046954,,,,,,0.046954,,,,,
,9519.326792,0.01304,,,9518.324385,0.025787,,,,,,0.025787,,,,,
,9520.329186,0.006147,,,9519.32679,0.013068,,,,,,0.013068,,,,,
,9521.33157,0.002715,,,9520.329184,0.006163,,,,,,0.006163,,,,,
y31,9965.392474,0.0147721,,,9521.331568,0.002724,,,,,,0.002724,,,,,
,9966.395132,0.056116,,,9965.392474,0.0147596,,,,,,0.0147596,,,,,
,9967.397727,0.112743,,,9966.395132,0.056069,,,,,,0.056069,,,,,
,9968.400277,0.158351,,,9967.397726,0.11266,,,,,,0.11266,,,,,
,9969.402794,0.173868,,,9968.400277,0.158265,,,,,,0.158265,,,,,
,9970.405283,0.158469,,,9969.402793,0.173816,,,,,,0.173816,,,,,
,9971.40775,0.124445,,,9970.405282,0.158469,,,,,,0.158469,,,,,
,9972.410198,0.086358,,,9971.407749,0.124487,,,,,,0.124487,,,,,
,9973.41263,0.05393,,,9972.410197,0.086419,,,,,,0.086419,,,,,
,9974.415048,0.030727,,,9973.412629,0.05399,,,,,,0.05399,,,,,
,9975.417454,0.016144,,,9974.415047,0.030774,,,,,,0.030774,,,,,
,9976.419848,0.007889,,,9975.417452,0.016176,,,,,,0.016176,,,,,
,9977.422233,0.00361,,,9976.419846,0.007908,,,,,,0.007908,,,,,
,9978.424608,0.001556,,,9977.422231,0.003621,,,,,,0.003621,,,,,
y31-A,9830.337979,0.015891,,,9978.424606,0.001562,,,,,,0.001562,,,,,
,9831.340653,0.059202,,,9830.337979,0.0158775,,,,,,0.0158775,,,,,
,9832.343261,0.116903,,,9831.340653,0.059151,,,,,,0.059151,,,,,
,9833.345822,0.161631,,,9832.343261,0.116818,,,,,,0.116818,,,,,
,9834.348347,0.174905,,,9833.345821,0.161545,,,,,,0.161545,,,,,
,9835.350844,0.157258,,,9834.348346,0.174856,,,,,,0.174856,,,,,
,9836.353318,0.121918,,,9835.350843,0.157262,,,,,,0.157262,,,,,
,9837.355772,0.083579,,,9836.353317,0.121963,,,,,,0.121963,,,,,
,9838.35821,0.05159,,,9837.355771,0.083641,,,,,,0.083641,,,,,
,9839.360634,0.029068,,,9838.358209,0.05165,,,,,,0.05165,,,,,
,9840.363044,0.015109,,,9839.360632,0.029114,,,,,,0.029114,,,,,
,9841.365443,0.007307,,,9840.363042,0.01514,,,,,,0.01514,,,,,
,9842.367832,0.003311,,,9841.365441,0.007326,,,,,,0.007326,,,,,
y31-G,9814.343064,0.0159297,,,9842.36783,0.003321,,,,,,0.003321,,,,,
,9815.345739,0.05934,,,9814.343064,0.0159163,,,,,,0.0159163,,,,,
,9816.348346,0.117133,,,9815.345739,0.059289,,,,,,0.059289,,,,,
,9817.350907,0.161858,,,9816.348346,0.117047,,,,,,0.117047,,,,,
,9818.353433,0.175028,,,9817.350907,0.161772,,,,,,0.161772,,,,,
,9819.35593,0.157242,,,9818.353432,0.17498,,,,,,0.17498,,,,,
,9820.358405,0.121796,,,9819.35593,0.157246,,,,,,0.157246,,,,,
,9821.36086,0.083413,,,9820.358404,0.121841,,,,,,0.121841,,,,,
,9822.363298,0.051434,,,9821.360858,0.083475,,,,,,0.083475,,,,,
,9823.365721,0.028948,,,9822.363296,0.051494,,,,,,0.051494,,,,,
,9824.368132,0.015029,,,9823.36572,0.028994,,,,,,0.028994,,,,,
,9825.370532,0.00726,,,9824.368131,0.01506,,,,,,0.01506,,,,,
,9826.372921,0.003285,,,9825.37053,0.007278,,,,,,0.007278,,,,,
y32,10310.43991,0.0127777,,,9826.372919,0.003295,,,,,,0.003295,,,,,
,10311.44256,0.050218,,,10310.43991,0.0127665,,,,,,0.0127665,,,,,
,10312.44516,0.104181,,,10311.44256,0.050174,,,,,,0.050174,,,,,
,10313.44771,0.150892,,,10312.44516,0.104101,,,,,,0.104101,,,,,
,10314.45022,0.17067,,,10313.44771,0.150803,,,,,,0.150803,,,,,
,10315.45271,0.160109,,,10314.45022,0.170611,,,,,,0.170611,,,,,
,10316.45518,0.129327,,,10315.45271,0.160101,,,,,,0.160101,,,,,
,10317.45763,0.092257,,,10316.45518,0.129363,,,,,,0.129363,,,,,
,10318.46006,0.059198,,,10317.45763,0.092317,,,,,,0.092317,,,,,
,10319.46248,0.034641,,,10318.46006,0.059259,,,,,,0.059259,,,,,
,10320.46489,0.018685,,,10319.46248,0.034691,,,,,,0.034691,,,,,
,10321.46728,0.009371,,,10320.46489,0.018721,,,,,,0.018721,,,,,
,10322.46967,0.0044,,,10321.46728,0.009393,,,,,,0.009393,,,,,
,10323.47205,0.001946,,,10322.46967,0.004413,,,,,,0.004413,,,,,
y32-A,10175.38541,0.0137456,,,10323.47205,0.001952,,,,,,0.001952,,,,,
,10176.38808,0.053014,,,10175.38541,0.0137335,,,,,,0.0137335,,,,,
,10177.39069,0.108152,,,10176.38808,0.052967,,,,,,0.052967,,,,,
,10178.39325,0.154263,,,10177.39069,0.108069,,,,,,0.108069,,,,,
,10179.39577,0.172026,,,10178.39325,0.154174,,,,,,0.154174,,,,,
,10180.39827,0.159251,,,10179.39577,0.17197,,,,,,0.17197,,,,,
,10181.40075,0.12703,,,10180.39827,0.159247,,,,,,0.159247,,,,,
,10182.4032,0.089546,,,10181.40075,0.12707,,,,,,0.12707,,,,,
,10183.40564,0.056807,,,10182.4032,0.089607,,,,,,0.089607,,,,,
,10184.40807,0.032881,,,10183.40564,0.056869,,,,,,0.056869,,,,,
,10185.41048,0.017551,,,10184.40806,0.032931,,,,,,0.032931,,,,,
,10186.41288,0.008713,,,10185.41048,0.017585,,,,,,0.017585,,,,,
,10187.41527,0.004051,,,10186.41288,0.008734,,,,,,0.008734,,,,,
,10188.41765,0.001775,,,10187.41527,0.004063,,,,,,0.004063,,,,,
y32-G,10159.3905,0.0137791,,,10188.41765,0.001781,,,,,,0.001781,,,,,
,10160.39317,0.053138,,,10159.3905,0.013767,,,,,,0.013767,,,,,
,10161.39577,0.108367,,,10160.39317,0.053091,,,,,,0.053091,,,,,
,10162.39833,0.154488,,,10161.39577,0.108284,,,,,,0.108284,,,,,
,10163.40086,0.172163,,,10162.39833,0.1544,,,,,,0.1544,,,,,
,10164.40336,0.159256,,,10163.40086,0.172107,,,,,,0.172107,,,,,
,10165.40583,0.126925,,,10164.40336,0.159252,,,,,,0.159252,,,,,
,10166.40829,0.089388,,,10165.40583,0.126965,,,,,,0.126965,,,,,
,10167.41073,0.056651,,,10166.40829,0.089449,,,,,,0.089449,,,,,
,10168.41315,0.032756,,,10167.41073,0.056712,,,,,,0.056712,,,,,
,10169.41556,0.017465,,,10168.41315,0.032805,,,,,,0.032805,,,,,
,10170.41797,0.008661,,,10169.41556,0.017499,,,,,,0.017499,,,,,
,10171.42036,0.004022,,,10170.41796,0.008682,,,,,,0.008682,,,,,
,10172.42274,0.00176,,,10171.42035,0.004034,,,,,,0.004034,,,,,
y33,10655.48734,0.0110526,,,10172.42274,0.001766,,,,,,0.001766,,,,,
,10656.48999,0.04489,,,10655.48734,0.0110426,,,,,,0.0110426,,,,,
,10657.49258,0.096067,,,10656.48999,0.044849,,,,,,0.044849,,,,,
,10658.49513,0.143349,,,10657.49258,0.09599,,,,,,0.09599,,,,,
,10659.49765,0.166879,,,10658.49513,0.14326,,,,,,0.14326,,,,,
,10660.50014,0.161002,,,10659.49765,0.166815,,,,,,0.166815,,,,,
,10661.50261,0.133657,,,10660.50014,0.160986,,,,,,0.160986,,,,,
,10662.50506,0.097939,,,10661.50261,0.133688,,,,,,0.133688,,,,,
,10663.50749,0.064521,,,10662.50506,0.097996,,,,,,0.097996,,,,,
,10664.50991,0.038748,,,10663.50749,0.064584,,,,,,0.064584,,,,,
,10665.51232,0.021442,,,10664.50991,0.038801,,,,,,0.038801,,,,,
,10666.51472,0.011029,,,10665.51232,0.021481,,,,,,0.021481,,,,,
,10667.51711,0.005309,,,10666.51472,0.011054,,,,,,0.011054,,,,,
,10668.51949,0.002407,,,10667.51711,0.005324,,,,,,0.005324,,,,,
y33-A,10520.43285,0.0118898,,,10668.51948,0.002414,,,,,,0.002414,,,,,
,10521.43551,0.047418,,,10520.43285,0.0118791,,,,,,0.0118791,,,,,
,10522.43812,0.099838,,,10521.43551,0.047375,,,,,,0.047375,,,,,
,10523.44068,0.146772,,,10522.43812,0.099758,,,,,,0.099758,,,,,
,10524.4432,0.168517,,,10523.44068,0.146682,,,,,,0.146682,,,,,
,10525.4457,0.160487,,,10524.4432,0.168455,,,,,,0.168455,,,,,
,10526.44817,0.131607,,,10525.4457,0.160475,,,,,,0.160475,,,,,
,10527.45063,0.095319,,,10526.44817,0.13164,,,,,,0.13164,,,,,
,10528.45307,0.0621,,,10527.45063,0.095378,,,,,,0.095378,,,,,
,10529.4555,0.036897,,,10528.45307,0.062163,,,,,,0.062163,,,,,
,10530.45791,0.020209,,,10529.45549,0.03695,,,,,,0.03695,,,,,
,10531.46031,0.010292,,,10530.45791,0.020247,,,,,,0.020247,,,,,
,10532.4627,0.004907,,,10531.46031,0.010316,,,,,,0.010316,,,,,
,10533.46509,0.002204,,,10532.4627,0.004921,,,,,,0.004921,,,,,
y33-G,10504.43793,0.0119188,,,10533.46508,0.002211,,,,,,0.002211,,,,,
,10505.4406,0.047529,,,10504.43793,0.011908,,,,,,0.011908,,,,,
,10506.4432,0.100038,,,10505.4406,0.047486,,,,,,0.047486,,,,,
,10507.44576,0.146994,,,10506.4432,0.099959,,,,,,0.099959,,,,,
,10508.44829,0.168666,,,10507.44576,0.146904,,,,,,0.146904,,,,,
,10509.45078,0.160512,,,10508.44829,0.168604,,,,,,0.168604,,,,,
,10510.45326,0.13152,,,10509.45078,0.1605,,,,,,0.1605,,,,,
,10511.45572,0.095171,,,10510.45326,0.131553,,,,,,0.131553,,,,,
,10512.45816,0.061945,,,10511.45572,0.09523,,,,,,0.09523,,,,,
